Indicador,Nombre,Descripción,Periodicidad,,
902,"Gasto de consumo final de los hogares, nominal","Gasto de consumo final de los hogares, nominal",Trimestral,,
903,"Gasto de consumo final del Gobierno General, nominal","Gasto de consumo final del Gobierno General, nominal",Trimestral,,
904,"Formación bruta de capital, nominal","Formación bruta de capital, nominal",Trimestral,,
906,"Variación de existencias, nominal","Variación de existencias, nominal",Trimestral,,
905,"Formación bruta de capital fijo, nominal","Formación bruta de capital fijo, nominal",Trimestral,,
914,"IMAE con IEAT, Tendencia Ciclo","IMAE con IEAT, Tendencia Ciclo",Mensual,,
3008,"Agricultura, silvicultura y pesca","Agricultura, silvicultura y pesca",Mensual,,
22921,Productos Exportables,Tendencia Ciclo de los Productos Exportables,Mensual,,
22922,Productos Pecuarios,Tendencia Ciclo Productos pecuarios,Mensual,,
22923,Granos Básicos,Tendencia Ciclo de los Granos Básicos,Mensual,,
22924,Resto,Resto,Mensual,,
22925,Productos Exportables,Productos Exportables,Mensual,,
22926,Productos Pecuarios,Productos pecuarios,Mensual,,
22927,Granos Básicos,Granos Básicos,Mensual,,
22928,Resto,Resto,Mensual,,
3010,Industria manufacturera,Industria manufacturera,Mensual,,
22929,Perfeccionamiento Activo,Perfeccionamiento Activo,Mensual,,
22930,Zona Franca,Zona Franca,Mensual,,
22932,Definitivo,Definitivo,Mensual,,
22933,"Productos alimenticios, bebidas y tabaco","Productos alimenticios, bebidas y tabaco",Mensual,,
22934,"Textiles, prendas de vestir e industria del cuero","Textiles, prendas de vestir e industria del cuero",Mensual,,
22935,Industrias metálicas básicas,Industrias metálicas básicas,Mensual,,
22936,"Fabricación de productos metálicos, maquinaria y equipo","Fabricación de productos metálicos, maquinaria y equipo",Mensual,,
22942,"Productos alimenticios, bebidas y tabaco","Productos alimenticios, bebidas y tabaco",Mensual,,
22943,"Textiles, prendas de vestir e industria del cuero","Textiles, prendas de vestir e industria del cuero",Mensual,,
22944,Industrias metálicas básicas,Industrias metálicas básicas,Mensual,,
22945,"Fabricación de productos metálicos, maquinaria y equipo","Fabricación de productos metálicos, maquinaria y equipo",Mensual,,
22955,"Ind. de la madera y prod. madera, in. los muebles","Ind. de la madera y prod. madera, in. los muebles",Mensual,,
22956,"Fabde papel y prod de papel, impr y edit","Fabde papel y prod de papel, impr y edit",Mensual,,
22957,Fab de sust quím y der del pet y del carbón,Fab de sust quím y der del pet y del carbón,Mensual,,
22958,Fab. de prod. min. no mets,Fab. de prod. min. no mets,Mensual,,
22959,"Ind. de la madera y prod. madera, in. los muebles","Ind. de la madera y prod. madera, in. los muebles",Mensual,,
22960,"Fabde papel y prod de papel, impr y edit","Fabde papel y prod de papel, impr y edit",Mensual,,
22961,Fab de sust quím y der del pet y del carbón,Fab de sust quím y der del pet y del carbón,Mensual,,
22962,Fab. de prod. min. no mets,Fab. de prod. min. no mets,Mensual,,
24386,Agroindustriales,Agroindustriales,Mensual,,
24387,Agroindustriales,Agroindustriales,Mensual,,
24388,Definitivo sin agroindustriales,Definitivo sin agroindustriales,Mensual,,
24389,Definitivo sin agroindustriales,Definitivo sin agroindustriales,Mensual,,
22938,Perfeccionamiento Activo,Perfeccionamiento Activo,Mensual,,
22939,Zona Franca,Zona Franca,Mensual,,
22941,Definitivo,Definitivo,Mensual,,
3012,Extracción de Minas y Canteras,Extracción de Minas y Canteras,Mensual,,
3014,Electricidad y Agua,Electricidad y Agua,Mensual,,
3016,Construcción,Construcción,Mensual,,
23583,Pública,Pública,Mensual,,
23584,Privada,Privada,Mensual,,
3018,Comercio,Comercio,Mensual,,
23073,Índice Mensual de Actividad Comercial (IMAC) Tendencia Ciclo,Índice Mensual de Actividad Comercial (IMAC) Tendencia Ciclo,Mensual,,
23074,"Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",Mensual,,
23075,Productos químicos y farmacéuticos,Productos químicos y farmacéuticos,Mensual,,
23076,Materiales de construcción,Materiales de construcción,Mensual,,
23077,Vehículos,Vehículos,Mensual,,
23078,Resto de actividades comerciales,Resto de actividades comerciales,Mensual,,
23080,"Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",Mensual,,
23081,Productos químicos y farmacéuticos,Productos químicos y farmacéuticos,Mensual,,
23082,Materiales de construcción,Materiales de construcción,Mensual,,
23083,Vehículos,Vehículos,Mensual,,
23084,Resto de actividades comerciales,Resto de actividades comerciales,Mensual,,
23079,Índice Mensual de Actividad Comercial (IMAC) Tendencia Ciclo,Índice Mensual de Actividad Comercial (IMAC) Tendencia Ciclo,Mensual,,
3022,Hoteles,Hoteles,Mensual,,
3024,"Transporte, Almacenamiento y Comunicacaciones","Transporte, Almacenamiento y Comunicacaciones",Mensual,,
3026,Servicios Financieros y Seguros,Servicios Financieros y Seguros,Mensual,,
3028,Otros Servicios Prestados a Empresas,Otros Servicios Prestados a Empresas,Mensual,,
3030,Servicios de Intermediación Financiera medidos Indirectament,Servicios de Intermediación Financiera medidos Indirectamente,Mensual,,
3032,Resto de Sectores,Resto de Sectores,Mensual,,
18966,Hoteles,Hoteles,Mensual,,
18967,"Transporte, Almacenamiento y Comunicacaciones","Transporte, Almacenamiento y Comunicacaciones",Mensual,,
18968,Servicios Financieros y Seguros,Servicios Financieros y Seguros,Mensual,,
18969,Otros Servicios Prestados a Empresas,Otros Servicios Prestados a Empresas,Mensual,,
18970,Servicios de Intermediación Financiera medidos Indirectament,Servicios de Intermediación Financiera medidos Indirectamente,Mensual,,
18971,Resto de Sectores,Resto de Sectores,Mensual,,
915,"IMAE sin IEAT, Serie Original","IMAE sin IEAT, Serie Original",Mensual,,
3033,Industria manufacturera,Industria manufacturera,Mensual,,
916,"IMAE sin IEAT, Tendencia Ciclo","IMAE sin IEAT, Tendencia Ciclo",Mensual,,
3034,Industria manufacturera,Industria manufacturera,Mensual,,
956,IPPI sin combustibles,IPPI sin combustible (D1999=100) nivel,Mensual,,
,IPPI. Por Actividad Económica según CIIU,IPPI. Por Actividad Económica según CIIU,Mensual,,
958,IPPI. Elaboración de productos de tabaco,IPPI Elaboración productos tabaco (D1999=100) nivel,Mensual,,
959,IPPI. Fabricación de productos textiles,IPPI Fabricación productos textiles (D1999=100) nivel,Mensual,,
960,IPPI. Fabricación de prendas de vestir adobo y tejido de pi,"IPPI Fab prendas vestir; adobo, teñido (D1999=100)nivel",Mensual,,
961,"IPPI.Curtido y adobo cueros fabric. maletas, bolsos, etc.",IPPI Curtido y adobo cueros (D1999=100) nivel,Mensual,,
962,"IPPI. Prod. madera y corcho, exepto muebles",IPPI Prod madera y Fab madera y corcho (D1999=100)nivel,Mensual,,
963,IPPI. Fabricación de papel y productos de papel,IPPI Fab. papel y produc. papel (D1999=100) nivel,Mensual,,
964,"IPPI. Activid. de edición, e impresión de reprod. de grabac.","IPPI Act Edición, impresión, reprod grab (D1999=100) nivel",Mensual,,
965,IPPI. Fabricació de productos de refinación del petróleo,"IPPI Fab coque, prod petróleo y comb nuclear(D1999=100)nivel",Mensual,,
966,IPPI. Fabricación de sustancias y productos químicos,IPPI Fab. sustancias y produc. químicos (D1999=100) nivel,Mensual,,
967,IPPI. Fabricación de productos de caucho y plástico,IPPI Fab. produc. caucho y plástico (D1999=100) nivel,Mensual,,
968,IPPI. Fabricación de otros productos minerales no metálicos,IPPI Fab. Otr produc. minerales no met (D1999=100) nivel,Mensual,,
969,IPPI. Fabricación de metales comunes,IPPI Fabricación metales comunes (D1999=100) nivel,Mensual,,
970,"IPPI. Fab. de prod. elaborados de metal, exepto maq. y eq.",IPPI Fab. produc. elaborados metal (D1999=100) nivel,Mensual,,
971,IPPI. Fabricación de maquinaria y equipo N.C.P.,IPPI Fab. maq. y equipo n.c.p. (D1999=100) nivel,Mensual,,
972,IPPI. Fabricación de maquinaria y aparatos eléctricos N.C.P.,IPPI Fab. maq. y aparatos eléct n.c.p. (D1999=100) nivel,Mensual,,
973,"IPPI. Fabric.de inst. mod, opt. y de precisión y fab. de rel","IPPI Fab instr médico, óptico y precisión(D1999=100)nivel",Mensual,,
974,"IPPI. Fabricación de vehículos automotores, remolques y sem.","IPPI Fab. veh, remolques y semiremolque (D1999=100) nivel",Mensual,,
975,IPPI. Fabricación de otros tipos de equipo de transporte,IPPI Fab. Otr tipos equipos transporte (D1999=100) nivel,Mensual,,
976,IPPI. Fabricación de muebles industrias manufactureras N.C.,IPPI Fabricación muebles (D1999=100) nivel,Mensual,,
19072,IPPI. Elaboración de productos alimenticios y bebidas,IPPI Elaboración produc. alim y bebidas (D1999=100) nivel,Mensual,,
977,IPPI sin combustibles,IPPI sin combustible (D1999=100) var. mensual,Mensual,,
978,IPPI sin combustibles,IPPI sin combustible (D1999=100) var.acum.,Mensual,,
979,"Indice de Precios al Consumidor (IPC), (Julio 2006 = 100)",Indice Precios al Consumidor IPC (J2006=100) nivel,Mensual,,
19423,Alimentos y bebidas no alcohólicas,IPC Alimentos y bebidas no alcohólicas (J2006=100)var.intern,Mensual,,
19424,Alimentos y bebidas no alcohólicas,IPC Alimentos y bebidas no alcohólicas (J2006=100) var.acum,Mensual,,
19425,Bebidas alcohólicas y cigarrillos,IPC Bebidas alcohólicas y cigarrillos (J2006=100) var.intern,Mensual,,
19426,Bebidas alcohólicas y cigarrillos,IPC Bebidas alcohólicas y cigarrillos (J2006=100) var.acum,Mensual,,
19427,Comidas y bebidas fuera del hogar,IPC Comidas y bebidas fuera del hogar (J2006=100) var.intern,Mensual,,
19428,Comidas y bebidas fuera del hogar,IPC Comidas y bebidas fuera del hogar (J2006=100) var.acum,Mensual,,
19429,Prendas de vestir y calzado,IPC Prendas de vestir y calzado (J2006=100) var.intern,Mensual,,
19430,Prendas de vestir y calzado,IPC Prendas de vestir y calzado (J2006=100) var.acum,Mensual,,
19431,Alquiler y servicios de la vivienda,IPC Alquiler y servicios de vivienda (J2006=100) var.intern,Mensual,,
19432,Alquiler y servicios de la vivienda,IPC Alquiler y servicios de la vivienda (J2006=100) var.acum,Mensual,,
19433,Artículos para la vivienda y servicio doméstico,IPC Artículos vivienda y serv domést (J2006=100) var.intern,Mensual,,
19434,Artículos para la vivienda y servicio doméstico,IPC Artículos vivienda y servicio domést(J2006=100) var.acum,Mensual,,
19435,Salud,IPC Salud (J2006=100) var.intern,Mensual,,
19436,Salud,IPC Salud (J2006=100) var.acum,Mensual,,
19437,Transporte,IPC Transporte (J2006=100) var.intern,Mensual,,
19438,Transporte,IPC Transporte (J2006=100) var.acum,Mensual,,
19439,Comunicaciones,IPC Comunicaciones (J2006=100) var.intern,Mensual,,
19440,Comunicaciones,IPC Comunicaciones (J2006=100) var.acum,Mensual,,
19441,Entretenimiento y cultura,IPC Entretenimiento y cultura (J2006=100) var.intern,Mensual,,
19442,Entretenimiento y cultura,IPC Entretenimiento y cultura (J2006=100) var.acum,Mensual,,
19443,Educación,IPC Educación (J2006=100) var.intern,Mensual,,
19444,Educación,IPC Educación (J2006=100) var.acum,Mensual,,
19445,Bienes y Servicios diversos,IPC Bienes y servicios diversos (J2006=100) var.intern,Mensual,,
19446,Bienes y Servicios diversos,IPC Bienes y servicios diversos (J2006=100) var.acum,Mensual,,
980,Regulados,IPC Regulados (J2006=100) nivel,Mensual,,
981,No regulados,IPC No Regulados (J2006=100) nivel,Mensual,,
982,Bienes,IPC Bienes (J2006=100) nivel,Mensual,,
983,Servicios,IPC Servicios (J2006=100) nivel,Mensual,,
984,Transables,IPC Transables (J2006=100) nivel,Mensual,,
985,No transables,IPC No Transables (J2006=100) nivel,Mensual,,
1043,"Indice de Precios al Consumidor (IPC), (Julio 2006 = 100)",IPC (J2006=100) variación mensual,Mensual,,
1044,"Indice de Precios al Consumidor (IPC), (Julio 2006 = 100)",IPC (J2006=100) var.acum,Mensual,,
1045,"Indice General de Precios de Servicios (IPS), (1980 = 100)",Indice Precios de Servicios IPS (1980=100) nivel,Mensual,,
1046,Indice de precios de servicios públicos,IPS Servicios públicos (1980=100) nivel,Mensual,,
1047,Transportes,IPS Servicios públicos Transportes (1980=100) nivel,Mensual,,
1048,Comunicaciones,IPS Servicios públicos Comunicaciones (1980=100) nivel,Mensual,,
1049,Electricidad y Agua,IPS Servicios públicos Electricidad y agua (1980=100) nivel,Mensual,,
1050,Servicios sociales,IPS Servicios públicos Sociales (1980=100) nivel,Mensual,,
1051,Indice de precios de servicios privados,IPS Servicios privados (1980=100) nivel,Mensual,,
1052,Transportes,IPS Servicios privados Transportes (1980=100) nivel,Mensual,,
1053,Servicios sociales,IPS Servicios privados Sociales (1980=100) nivel,Mensual,,
1055,Transportes,IPS Transporte (1980=100) nivel,Mensual,,
1056,Transporte aéreo,IPS Transporte Aéreo(1980=100) nivel,Mensual,,
1057,Transporte terrestre,IPS Transporte Terrestre (1980=100) nivel,Mensual,,
1058,Transporte por agua,IPS Transporte Por agua(1980=100) nivel,Mensual,,
1059,Agencias aduanales,IPS Transporte Agencias aduanales (1980=100) nivel,Mensual,,
1060,Comunicaciones,IPS Comunicaciones (1980=100) nivel,Mensual,,
